mode,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,progressive jazz fusion,20.003.927.777.777.700,553.459.595.959.596,25.426.826.868.686.800,6.989.808.080.808.070,5.176.218.032.323.230,17.602.777.777.777.700,-8.949.229.292.929.290,43.785.050.505.050.500,12.994.065.454.545.400,4.450.040.404.040.400,4.379.595.959.595.960,9
1,progressive metal,7.223.009.854.076.230,39.957.565.193.091.500,3.354.457.758.793.350,8.271.662.190.635.870,3.171.994.101.375.130,2.393.464.344.135.390,-6.995.697.457.756.660,7.816.594.772.186.870,13.289.387.018.342.200,33.589.481.013.625.700,4.477.892.648.287.380,9
1,progressive metalcore,7.940.094.787.878.780,4.873.939.393.939.390,2.549.580.909.090.900,9.174.848.484.848.480,15.663.383.090.909.000,2.052.545.454.545.450,-5.200.666.666.666.660,1.451.848.484.848.480,12.041.072.727.272.700,2.455.878.787.878.780,5.072.727.272.727.270,1
1,progressive post-hardcore,6.127.426.991.551.450,4.532.956.989.247.310,22.928.233.563.748.000,8.238.642.473.118.280,50.171.021.697.388.600,27.979.631.336.405.500,-6.280.060.675.883.250,7.420.030.721.966.200,13.278.560.848.694.300,3.891.343.701.996.920,4.520.967.741.935.480,9
0,progressive power metal,3.07e-05,223,716347.0,885,105,243,-3.687,57,101.795,14.300.000.000.000.000,44.0,9
1,progressive psytrance,8.537.919.047.619.040,6.712.380.952.380.950,43.390.733.333.333.300,7.794.761.904.761.900,669.961.904.761.905,2.771.904.761.904.760,-7.992.523.809.523.800,6.494.285.714.285.710,13.722.852.380.952.300,20.603.809.523.809.500,39.047.619.047.619.000,6
1,progressive rock,28.040.299.418.091.400,4.151.739.872.929.780,3.476.454.463.372.970,5.536.701.631.060.910,20.755.004.173.990.900,2.036.525.290.800.250,-11.532.533.680.354.200,5.828.191.422.887.810,1.213.772.572.498.390,4.249.028.320.950.200,3.567.078.025.658.850,2
1,progressive sludge,29.017.416.666.666.600,38.375,26.159.008.333.333.300,860.125,47.193.999.999.999.900,3.142.708.333.333.330,-6.937.666.666.666.660,6.924.166.666.666.660,119.949,27.287.500.000.000.000,45.5,9
0,progressive trance,5.881.522.133.333.330,5.453.903.333.333.330,2.709.020.693.333.330,7.992.533.333.333.330,32.232.113.733.333.300,2.859.132.666.666.660,-6.696.373.000.000.000,6.790.750.000.000.000,13.058.554.633.333.300,3.243.506.666.666.660,13.448,0
1,progressive trance house,41.711.471.428.571.400,6.564.464.285.714.280,26.480.310.714.285.700,7.460.714.285.714.280,6.093.582.589.285.710,21.117.500.000.000.000,-8.700.446.428.571.420,7.786.071.428.571.420,12.736.130.357.142.800,37.054.642.857.142.800,14.821.428.571.428.500,11
0,progressive uplifting trance,5.433.072.222.222.220,5.000.555.555.555.550,30.718.533.333.333.300,9.434.444.444.444.440,5.719.456.555.555.550,22.671.666.666.666.600,-60.920.555.555.555.500,8.114.444.444.444.440,13.435.172.222.222.200,19.555.555.555.555.500,6.111.111.111.111.110,9
0,proto-rap,368,893,357227.0,515,1.4e-06,117,-13.463,181,99.192,556,29.0,11
1,proto-techno,11.292.678.742.504.400,6.465.384.259.259.250,2.735.296.738.095.230,7.548.753.306.878.300,675.659.924.111.552,28.555.143.738.977.000,-9.050.650.352.733.680,6.230.221.781.305.110,12.623.073.619.929.400,44.611.723.985.890.600,3.044.704.585.537.910,0
1,protopunk,2.104.698.573.397.110,4.833.793.334.439.310,20.730.432.006.964.200,6.882.078.548.053.220,10.621.525.525.014.100,2.012.954.581.942.980,-9.414.602.718.673.020,6.504.267.756.053.690,1.297.321.878.119.290,6.247.127.428.444.730,3.234.614.812.494.770,9
1,psalmen,926,0.43,145031.0,423,3.71e-05,135,-6.273,28,105.924,281,6.0,0
1,psicodelia brasileira,5.445.852.083.333.330,4.930.937.499.999.990,19.507.584.166.666.600,5.035.583.333.333.330,23.748.194.022.222.200,2.328.591.666.666.660,-10.191.988.888.888.800,4.983.520.833.333.330,10.283.716.736.111.100,5.500.111.111.111.110,41.118.055.555.555.500,7
1,psybass,369,395,329000.0,847,637,624,-6.62,42,138.042,208,51.0,0
1,psychedelic blues-rock,1.357.834.126.984.120,4.078.841.269.841.270,31.437.986.984.126.900,6.445.857.142.857.140,18.895.608.968.253.900,2.303.323.809.523.800,-1.042.180.476.190.470,632.098.412.698.413,12.730.969.841.269.800,4.598.444.444.444.440,28.684.126.984.126.900,7
1,psychedelic doom,59.968.238.125,30.550.625,3.476.911.875,7.418.125,6.558.653.125,15.213.125,-85.719.375,5.741.875,1.171.611.875,33.487.500.000.000.000,430.625,1
1,psychedelic folk,6.903.891.753.626.480,4.235.078.771.739.950,2.617.940.186.479.450,3.295.729.922.343.730,15.885.140.146.981.500,18.723.104.043.252.000,-14.350.828.166.533.700,48.427.556.343.510.200,11.169.751.593.804.500,4.183.998.248.462.060,30.337.160.135.186.400,7
1,psychedelic folk rock,5.534.222.222.222.220,4.922.333.333.333.330,2.010.484.444.444.440,4.904.055.555.555.550,73.263.442,13.098.555.555.555.500,-9.835.316.666.666.660,54.776.111.111.111.100,13.789.145.555.555.500,6.197.388.888.888.880,34.5,8
1,psychedelic hip hop,24.024.095.861.332.000,590.479.977.722.083,2.444.610.822.087.670,6.306.540.463.477.530,945.472.252.156.962,25.582.378.281.149.700,-8.777.287.231.590.440,1.937.161.418.037.840,10.628.928.073.444.400,4.735.954.033.634.810,5.000.491.060.077.730,1
1,psychedelic pop,4.978.560.566.161.940,5.659.753.127.057.270,21.852.941.731.402.200,5.321.564.186.965.100,20.465.767.913.100.700,2.573.622.119.815.660,-864.451.468.071.099,7.490.466.096.115.860,11.741.797.531.270.500,534.004.805.793.285,4.441.079.657.669.510,11
1,psychedelic punk,4.578.592,3.002,320106.7,8.678.666.666.666.660,31.497.379.866.666.600,26.555.666.666.666.600,-6.658.399.999.999.990,10.286.666.666.666.600,15.312.733.333.333.300,4.319,4.413.333.333.333.330,7
1,psychedelic rock,2.920.132.313.169.280,4.757.081.751.797.370,23.925.355.515.805.400,5.871.533.905.236.590,10.528.105.523.224.200,2.200.035.158.354.700,-10.635.115.956.608.700,628.828.257.936.683,12.292.252.373.034.500,5.826.489.863.887.040,31.795.010.975.548.300,2
1,psychedelic soul,3.154.600.209.253.300,5.522.252.809.214.590,27.421.905.165.054.700,5.527.199.536.145.880,15.514.647.717.177.300,1.802.618.678.914.260,-11.150.243.825.921.700,58.952.863.605.633.500,11.725.103.194.110.400,5.830.781.585.648.340,3.552.175.736.029.170,2
1,psychedelic trance,9.721.008.333.333.330,6.020.833.333.333.330,47.809.141.666.666.600,7.755.833.333.333.330,7.335.833.333.333.330,3.419.166.666.666.660,-8.121.416.666.666.660,5.716.666.666.666.660,12.172.575,22.176.666.666.666.600,11.166.666.666.666.600,8
1,psychill,11.975.999.999.999.900,5.913.999.999.999.990,395388.0,667,409.248,31.382.000.000.000.000,-90.906,12.236.000.000.000.000,1.063.462,4.758.000.000.000.000,50.0,6
1,psychobilly,1.230.925.061.728.390,4.765.095.238.095.230,21.770.671.525.573.100,8.639.687.830.687.830,8.884.354.121.693.120,218.933.139.329.806,-6.516.635.802.469.130,7.879.415.343.915.340,14.208.774.268.077.600,6.298.740.740.740.730,3.880.864.197.530.860,11
1,pub rock,19.861.298.941.013.900,5.141.830.298.594.260,24.148.658.585.228,6.758.287.175.731.150,5.779.012.120.263.560,1.878.571.036.238.760,-9.587.685.299.304.180,57.409.731.685.583.000,13.270.093.359.283.600,6.552.142.706.014.350,3.535.725.264.547.040,9
1,puerto rican folk,5.950.180.449.611.820,6.454.597.814.094.540,21.367.510.978.024.900,5.609.242.682.968.170,63.068.934.497.878.700,1.574.699.085.300.390,-9.506.982.469.754.360,6.570.088.459.820.480,11.080.464.103.961.300,8.808.646.705.529.050,24.423.774.933.578.800,2
1,puerto rican pop,42.333.645.971.748.700,5.203.394.242.882.570,2.410.182.146.485.920,6.099.555.475.948.740,4.835.162.619.266.300,22.086.478.138.875.900,-78.428.673.823.070.300,51.912.033.025.508.000,11.494.093.488.261.800,5.284.212.285.208.870,53.958.297.562.131.000,9
1,puerto rican rock,2.302.287.798.941.790,5.863.968.253.968.250,2.981.620.767.195.760,7.461.878.306.878.300,"2,48E+11",5.204.719.576.719.570,-7.516.825.396.825.390,10.186.111.111.111.100,1.193.272.433.862.430,6.688.756.613.756.610,450.899.470.899.471,6
1,punjabi folk,9.743.478.260.869.560,5.903.478.260.869.560,18.919.378.260.869.500,2.329.652.173.913.040,3.110.913.826.086.950,19.421.739.130.434.700,-1.077.804.347.826.080,1.154.652.173.913.040,1.026.039.130.434.780,598.913.043.478.261,0.0,1
0,punjabi hip hop,353,7.559.999.999.999.990,210680.0,858,253,61,-4.05,584,101.985,764,56.0,1
0,punjabi pop,3.673.285.714.285.710,6.957.142.857.142.850,234362.0,6.891.428.571.428.570,25.826.471.428.571.400,19.957.142.857.142.800,-7.469.428.571.428.570,9.271.428.571.428.570,10.856.985.714.285.700,7.142.857.142.857.140,38.0,5
1,punk,676.740.838.530.615,44.497.152.566.023.500,18.834.234.505.743.100,8.365.016.413.284.350,10.421.798.923.785.800,2.290.668.681.720.250,-7.462.051.773.352.770,8.449.604.850.802.830,13.348.566.034.636.800,5.585.313.800.662.880,3.808.884.996.959.450,11
1,punk 'n' roll,6.025.290.932.444.440,4.263.151.111.111.110,20.540.707.422.222.200,8.862.031.111.111.100,14.014.609.418.222.200,21.720.017.777.777.700,-6.350.138.222.222.220,7.867.346.666.666.660,13.800.173.644.444.400,5.022.643.555.555.550,3.789.511.111.111.110,9
1,punk blues,1.429.757.850.669.380,463.835.132.094.573,2.047.377.182.139.780,7.854.455.494.560.850,108.366.527.908.624,21.525.997.353.050.300,-6.964.167.965.431.420,7.613.306.251.335.930,1.317.983.467.864.580,567.532.561.345.146,4.012.639.352.059.220,9
1,punk rock italiano,502,485,163687.0,951,1.96e-06,376,-4.119,104,103.274,374,0.0,7
1,punk rock mexicano,29.136,4.134.000.000.000.000,222058.8,8.722,33.182.000.000.000.000,18.056,-6.394.399.999.999.990,9.579.999.999.999.990,1.583.916,6.079.999.999.999.990,63.4,8
1,punta,16.999.999.999.999.900,7.805,287159.0,6.721.666.666.666.660,8.397.083.333.333.330,2.098,-11.075.999.999.999.900,6.338.333.333.333.330,11.473.100.000.000.000,8.176.666.666.666.660,4.133.333.333.333.330,3
1,purple sound,598,711,199343.0,7.609.999.999.999.990,127,134,-7.267,233,160.738,526,52.0,6
1,qawwali,5.134.791.666.666.660,49.475,3.090.617.083.333.330,3.471.383.333.333.330,34.238.141,9.690.416.666.666.660,-1.695.104.166.666.660,52.241.666.666.666.600,10.339.529.166.666.600,4.430.750.000.000.000,4.941.666.666.666.660,11
1,quartetto d'archi,8.290.000.000.000.000,504,585813.0,125,206,925,-17.725,394,13.477.100.000.000.000,564,0.0,10
1,quatuor a cordes,9.345,3.895,400293.0,13.845.000.000.000.000,6.905,10.905,-199.955,47,1.501.575,3.516,25.5,5
1,quebec death metal,"8,07E-03",2.465,258540.0,973,755,2.685,-6.336,16.199.999.999.999.900,1.308.715,256,35.0,7
1,quebec indie,2.907.571.884.057.970,5.422.246.376.811.590,22.488.933.695.652.100,7.173.442.028.985.500,10.610.025.869.565.200,18.523.152.173.913.000,-8.129.597.826.086.950,5.528.913.043.478.260,9.612.175.724.637.680,40.693.115.942.028.900,5.367.028.985.507.240,6
1,queens hip hop,1.347.354.085.742.390,7.243.606.791.649.920,2.455.762.374.490.550,7.049.028.872.633.200,1.326.752.325.461.130,21.634.267.346.008.000,-7.471.553.361.004.240,2.709.897.418.212.910,11.483.020.469.543.600,6.269.929.333.820.170,4.347.939.770.847.990,1
1,queer country,3.476.220.295.941.190,6.276.658.037.711.720,22.201.842.550.335.500,5.218.105.784.595.710,328.497.114.573.346,1.566.511.425.375.510,-842.103.670.501.758,9.565.039.948.865.450,12.636.797.973.793.500,5.173.928.363.694.460,476.264.301.693.832,6
1,queercore,34.481.349.999.999.900,5.596.916.666.666.660,19.094.348.333.333.300,7.213.999.999.999.990,16.592.253.099.999.900,13.186.083.333.333.300,-8.084.258.333.333.330,43.997.500.000.000.000,12.783.655.000.000.000,6.533.083.333.333.330,38.35,7
1,quiet storm,3.074.597.690.072.050,6.386.430.457.849.390,28.474.003.531.551.200,5.466.902.927.091.770,36.385.967.679.533.100,1.682.506.908.824.230,-10.365.618.590.688.500,6.498.878.604.502.950,11.668.163.835.131.600,6.174.500.211.991.500,384.926.273.141.708,11
1,quran,9.635,4.455,120138.0,22.425,17.775,23.425,-857.725,14.515,127.447,534,28.0,10
1,r&b,2.333.488.711.591.650,661.261.288.711.762,25.528.218.910.273.100,5.857.615.754.782.610,1.340.729.420.251.190,16.763.994.102.508.000,-76.798.413.474.918.600,10.640.301.582.692.200,11.590.800.646.302.100,5.228.395.527.638.890,49.416.069.672.934.100,1
1,r&b en espanol,3.785.303.571.428.570,7.214.722.222.222.220,2.087.974.662.698.410,5.688.630.952.380.950,18.071.761.765.873.000,1.069.920.634.920.630,-6.277.501.984.126.980,2.423.537.698.412.690,13.042.536.111.111.100,6.262.619.047.619.040,7.026.190.476.190.470,9
1,rabindra sangeet,9.296.237.524.292.010,4.410.672.142.924.150,20.291.059.917.699.700,2.265.939.354.312.690,22.852.890.221.902.000,16.270.536.318.067.900,-14.407.776.944.366.200,4.620.093.035.172.600,10.177.259.476.471.900,4.027.310.191.655.600,4.926.683.017.704.680,10
1,radio symphony,9.378.762.521.132.710,2.895.460.838.840.640,3.470.048.939.590.850,17.071.521.111.900.900,5.168.839.256.570.510,195.349.616.313.174,-20.241.996.591.229.200,4.650.740.147.672.830,10.807.730.015.801.500,1.755.304.081.655.520,3.018.075.338.123.410,2
1,ragtime,8.960.668.559.861.220,5.990.898.775.757.190,21.318.487.498.997.100,3.181.683.728.981.610,5.269.633.905.735.480,2.225.434.715.778.950,-14.227.305.557.692.000,6.896.305.744.399.460,12.037.144.554.407.700,6.904.683.929.892.030,11.568.623.022.492.500,5
1,rai,4.802.496.240.601.510,4.656.541.353.383.450,599.841.810.150.376,4.524.875.563.909.770,15.342.415.825.187.900,2.755.815.789.473.680,-11.714.629.699.248.100,54.531.954.887.218.000,1.047.671.278.195.480,2.475.366.541.353.380,28.909.774.436.090.200,7
1,ranchera,6.236.500.992.320.970,5.311.245.747.075.300,2.063.077.550.445.880,3.849.148.427.197.360,18.206.475.996.199.900,20.682.931.505.034.200,-9.760.754.177.119.370,5.656.010.674.953.850,12.437.809.352.848.600,6.216.720.847.643.530,3.851.056.164.817.790,0
1,rap,14.625.701.250.235.500,7.282.871.786.988.360,24.242.222.869.942.300,6.696.704.520.823.900,2.083.466.657.195.340,2.090.767.416.491.890,-7.354.165.479.121.110,204.598.125.420.429,11.620.887.060.696.800,5.533.979.389.860.600,5.239.789.246.880.100,1
1,rap chileno,17.810.777.777.777.700,7.131.296.296.296.290,19.311.516.666.666.600,7.567.037.037.037.030,"8,66E+10",16.408.888.888.888.800,-4.902.592.592.592.590,2.435.388.888.888.880,10.412.622.222.222.200,8.125.370.370.370.370,20.166.666.666.666.600,8
1,rap conciencia,3.165.712.748.538.010,7.078.304.824.561.400,2.560.549.393.274.850,679.528.581.871.345,"6,07E+09",2.630.575.950.292.390,-68.487.552.631.578.900,18.302.609.649.122.800,10.689.120.248.538.000,6.614.608.918.128.650,57.830.847.953.216.300,2
1,rap conscient,1.768.125,68.075,2.122.827.125,6.218.999.999.999.990,"2,27E-03",136.465,-6.426.749.999.999.990,21.268.499.999.999.900,12.371.146.249.999.900,550.125,567.375,9
1,rap cristiano,4.269.641.025.641.020,5.332.307.692.307.690,24.950.205.128.205.100,5.475.897.435.897.430,"2,20E+10",14.295.897.435.897.400,-6.999.089.743.589.740,4.151.794.871.794.870,12.755.221.794.871.700,3.935.897.435.897.430,5.203.846.153.846.150,1
1,rap dominicano,12.168.979.591.836.700,7.498.163.265.306.120,24.138.059.183.673.400,6.966.530.612.244.890,10.212.860.061.224.400,914.877.551.020.408,-6.738.448.979.591.830,10.571.632.653.061.200,10.685.124.489.795.900,7.421.632.653.061.220,636.326.530.612.245,7
1,rap kreyol,8.146.249.999.999.990,7.352.500.000.000.000,24.791.211.363.636.300,6.153.409.090.909.080,"1,04E+11",14.762.272.727.272.700,-62.769.318.181.818.100,16.564.318.181.818.100,11.990.325,4.743.409.090.909.090,5.040.909.090.909.090,1
1,rap latina,2.071.379.176.505.810,7.605.038.525.596.780,229.406.093.853.586,6.718.853.303.250.690,1.875.334.783.356.440,1.695.514.520.429.650,-6.434.425.488.595.140,13.014.916.852.294.200,11.030.003.774.695.100,6.184.848.891.366.280,5.722.212.153.386.060,1
1,rap metal,35.882.323.042.593.100,4.987.454.745.945.850,23.293.792.558.795.500,8.935.076.246.472.040,8.131.999.390.523.000,2.236.327.672.172.100,-5.272.898.920.284.270,11.576.091.393.457.400,12.460.954.175.310.500,451.962.673.781.092,495.849.672.038.829,6
0,rap nacional antigo,423,0.55,175747.0,8.340.000.000.000.000,0.0,0.29,-7.134,358,83.15,797,51.0,4
1,rap napoletano,9.572.500.000.000.000,329,241407.0,168.625,2.495,2.145,-18.437.000.000.000.000,442,12.262.899.999.999.900,2.475,17.5,9
1,rap rock,3.778.739.134.859.640,5.348.289.073.590.750,23.233.518.903.164.500,8.662.025.056.319.520,5.392.057.725.594.420,2.236.724.870.908.620,-5.239.084.869.583.180,10.701.850.803.523.600,12.319.251.260.505.900,4.881.479.311.207.510,4.841.014.366.201.740,1
1,rap underground mexicano,13.923.722.689.075.600,8.412.773.109.243.690,2.900.494.705.882.350,6.025.966.386.554.620,21.328.465.546.218.400,15.181.176.470.588.200,-6.592.252.100.840.330,19.241.176.470.588.200,8.428.568.067.226.890,7.234.117.647.058.820,5.529.411.764.705.880,8
1,rare groove,2.988.414.791.059.280,553.655.976.676.385,28.775.211.613.216.700,6.571.030.126.336.240,3.562.127.368.901.840,17.741.180.758.017.400,-9.738.242.954.324.580,648.058.309.037.901,11.633.970.310.981.500,6.987.620.991.253.640,34.681.243.926.141.800,7
1,rave,8.514.368.901.098.890,6.104.951.817.413.350,2.988.095.031.276.410,8.484.793.744.716.820,3.318.418.485.021.130,20.724.856.297.548.600,-7.149.813.863.060.010,11.010.928.148.774.300,13.018.135.781.910.300,4.571.786.136.939.980,4.927.125.950.972.100,11
1,rawstyle,8.270.441.904.761.900,5.143.161.904.761.900,22.414.182.666.666.600,904.870.476.190.476,9.583.004.548.571.420,2.678.146.666.666.660,-30.406.076.190.476.100,1.277.687.619.047.610,14.151.417.523.809.500,2.553.579.047.619.040,2.12,1
1,reading,7.294.568.484.812.140,6.139.154.697.723.770,34.657.627.338.586.400,2.253.478.289.823.940,"5,79E+10",3.153.045.640.884.470,-21.604.239.806.229.200,8.156.431.168.130.300,9.678.329.895.619.260,4.366.032.914.138.680,33.478.007.271.855.000,11
1,reading indie,13.025.803.296.875,29.990.624.999.999.900,269.958.296.875,7.043.874.999.999.990,5.753.093.749.999.990,23.342.812.500.000.000,-8.997.796.875,4.267.812.499.999.990,1.073.263.125,3.096.125,38.0,2
0,rebel blues,1.356.193.746.666.660,5.597.506.666.666.660,220.878.608,714.924,41.025.851.333.333.300,15.746.799.999.999.900,-58.561.733.333.333.300,5.967.773.333.333.330,10.748.065.866.666.600,4.829.506.666.666.660,6.154.933.333.333.330,2
1,rebetiko,950.349.252.260.872,5.462.446.503.799.090,19.239.412.195.577.600,3.799.040.929.713.500,3.237.720.852.336.060,18.846.022.148.702.100,-11.677.420.709.371.900,5.373.414.341.636.650,11.672.741.838.875.800,723.031.293.394.823,29.760.967.320.349.400,2
1,recorder,466,619,87960.0,342,902,152,-11.429,349,67.006,373,44.0,2
1,red dirt,1.976.066.070.601.850,5.459.364.583.333.330,2.366.703.053.240.740,6.302.700.231.481.480,3.857.539.701.388.880,21.341.975.694.444.400,-67.733.780.092.592.500,33.915.740.740.740.700,12.024.072.662.037.000,47.830.625,47.851.967.592.592.500,7
1,redneck,15.802.619.829.970.700,6.561.255.525.571.860,23.501.404.013.483.000,6.981.613.261.798.240,9.841.928.488.545.710,17.940.287.561.243.300,-6.438.359.281.991.140,9.877.701.945.019.030,12.344.157.132.949.800,5.539.448.117.030.600,51.361.968.250.121.900,7
1,reggae,2.205.361.410.683.450,7.449.207.807.904.010,236.429.342.963.987,5.316.485.477.543.090,8.394.955.723.680.050,15.546.948.158.669.500,-9.850.163.709.491.740,13.192.037.080.125.200,1.184.663.412.255.270,7.452.155.750.467.110,4.161.784.684.751.520,7
1,reggae en espanol,22.065.775.690.583.900,7.342.517.955.900.310,266.872.110.410.831,657.595.579.257.344,12.514.497.234.791.300,2.617.059.775.192.120,-7.439.114.720.247.070,10.068.379.839.115.100,11.821.368.896.789.400,7.412.974.933.563.160,547.936.867.054.514,0
1,reggae fusion,1.458.004.739.037.670,6.970.515.829.157.950,2.435.285.629.197.050,6.641.023.851.222.230,52.450.127.396.817.300,15.541.285.190.084.100,-7.528.209.190.658.500,1.581.900.320.779.560,12.253.726.195.530.500,6.446.730.240.560.450,4.790.448.327.088.180,1
1,reggae rock,16.676.975.107.317.300,7.296.303.634.131.210,25.088.589.681.071.300,5.859.938.215.406.960,34.156.382.259.932.300,15.515.646.151.973.700,-8.067.810.253.240.530,7.821.917.119.285.650,11.783.700.219.734.500,675.422.546.052.826,4.521.651.091.026.090,7
